Mot	CompteLocal	CompteGlobal	Différence	Lafon
剥夺	32	48	-16	0.8466
一個人	8	12	-4	0.8466
協會	16	24	-8	0.8466
定意	8	12	-4	0.8466
為這	8	12	-4	0.8466
導致	16	24	-8	0.8466
輿論	8	12	-4	0.8466
旗手	8	12	-4	0.8466
並非	8	12	-4	0.8466
同一	8	12	-4	0.8466
共享	8	12	-4	0.8466
雇主	8	12	-4	0.8466
财产	16	24	-8	0.8466
與專制	8	12	-4	0.8466
缤纷多彩	8	12	-4	0.8466
之后	8	12	-4	0.8466
裡發展	8	12	-4	0.8466
秀才	8	12	-4	0.8466
學則	8	12	-4	0.8466
支	8	12	-4	0.8466
城市	16	24	-8	0.8466
逐漸	8	12	-4	0.8466
與個人	8	12	-4	0.8466
观念	288	432	-144	0.8466
现代化	8	12	-4	0.8466
處於	8	12	-4	0.8466
想法	8	12	-4	0.8466
應該對	8	12	-4	0.8466
並實施	16	24	-8	0.8466
真	8	12	-4	0.8466
Wikipedia	8	12	-4	0.8466
雇佣	16	24	-8	0.8466
意志」	8	12	-4	0.8466
正面	8	12	-4	0.8466
洞	8	12	-4	0.8466
提升	16	24	-8	0.8466
流动	32	48	-16	0.8466
源头	8	12	-4	0.8466
个体性	8	12	-4	0.8466
禁止	8	12	-4	0.8466
落夫	8	12	-4	0.8466
心力	16	24	-8	0.8466
無	8	12	-4	0.8466
相較	16	24	-8	0.8466
陳	8	12	-4	0.8466
義與	8	12	-4	0.8466
定義並	8	12	-4	0.8466
喪失	8	12	-4	0.8466
基督教	8	12	-4	0.8466
阶层	8	12	-4	0.8466
主导权	8	12	-4	0.8466
初學	8	12	-4	0.8466
培	8	12	-4	0.8466
天赋	8	12	-4	0.8466
勢力	16	24	-8	0.8466
Clarke	8	12	-4	0.8466
貢獻	16	24	-8	0.8466
衝突	8	12	-4	0.8466
④	8	12	-4	0.8466
纯	8	12	-4	0.8466
這兒	8	12	-4	0.8466
Liberales	8	12	-4	0.8466
怎	8	12	-4	0.8466
事實	16	24	-8	0.8466
初	8	12	-4	0.8466
乃是	8	12	-4	0.8466
融合	8	12	-4	0.8466
统摄	8	12	-4	0.8466
抱	8	12	-4	0.8466
为人	8	12	-4	0.8466
无论如何	8	12	-4	0.8466
称	8	12	-4	0.8466
规律	32	48	-16	0.8466
馬克思	8	12	-4	0.8466
間並沒	8	12	-4	0.8466
說明人	8	12	-4	0.8466
將能	8	12	-4	0.8466
们	8	12	-4	0.8466
种族主义	8	12	-4	0.8466
奢	8	12	-4	0.8466
起傳	8	12	-4	0.8466
看來	8	12	-4	0.8466
的——	8	12	-4	0.8466
始產生許	8	12	-4	0.8466
审	8	12	-4	0.8466
給稱	8	12	-4	0.8466
」相	8	12	-4	0.8466
外衣	8	12	-4	0.8466
违法	8	12	-4	0.8466
摆脱	16	24	-8	0.8466
毫無	8	12	-4	0.8466
建構	16	24	-8	0.8466
杜威	8	12	-4	0.8466
Baruch	8	12	-4	0.8466
特长	8	12	-4	0.8466
曾	8	12	-4	0.8466
始终	16	24	-8	0.8466
張為	8	12	-4	0.8466
面	8	12	-4	0.8466
和谐	8	12	-4	0.8466
制止	8	12	-4	0.8466
实体	16	24	-8	0.8466
德拉克	8	12	-4	0.8466
本華	8	12	-4	0.8466
做y	16	24	-8	0.8466
作	32	48	-16	0.8466
本体论	16	24	-8	0.8466
纯属	8	12	-4	0.8466
古羅馬	8	12	-4	0.8466
對經濟	8	12	-4	0.8466
究竟	16	24	-8	0.8466
人权宣言	8	12	-4	0.8466
劳动力	16	24	-8	0.8466
开显	8	12	-4	0.8466
协同	8	12	-4	0.8466
祛	8	12	-4	0.8466
即可	16	24	-8	0.8466
尘埃落定	8	12	-4	0.8466
成人	8	12	-4	0.8466
心靈	8	12	-4	0.8466
亦	8	12	-4	0.8466
属	8	12	-4	0.8466
導論	8	12	-4	0.8466
现代	8	12	-4	0.8466
’	16	24	-8	0.8466
久怀忿	8	12	-4	0.8466
對於	16	24	-8	0.8466
如同	8	12	-4	0.8466
瑞典	16	24	-8	0.8466
寫道	8	12	-4	0.8466
B	8	12	-4	0.8466
不可或缺	8	12	-4	0.8466
目前	8	12	-4	0.8466
法國大革命	8	12	-4	0.8466
威胁	8	12	-4	0.8466
调节	8	12	-4	0.8466
黨	8	12	-4	0.8466
種意	8	12	-4	0.8466
知情权	8	12	-4	0.8466
保障	64	96	-32	0.8466
對許	16	24	-8	0.8466
翻译	8	12	-4	0.8466
获	8	12	-4	0.8466
剝奪	8	12	-4	0.8466
岂	16	24	-8	0.8466
著羊群	8	12	-4	0.8466
瓦名画	8	12	-4	0.8466
本来面目	16	24	-8	0.8466
经验主义	8	12	-4	0.8466
词组	8	12	-4	0.8466
s	8	12	-4	0.8466
人才	16	24	-8	0.8466
冲破	8	12	-4	0.8466
既然人	8	12	-4	0.8466
简略	8	12	-4	0.8466
纳入	16	24	-8	0.8466
還	16	24	-8	0.8466
体制	8	12	-4	0.8466
来说	8	12	-4	0.8466
散佈	8	12	-4	0.8466
之前	8	12	-4	0.8466
分别	16	24	-8	0.8466
伦理	16	24	-8	0.8466
显得	8	12	-4	0.8466
趨	8	12	-4	0.8466
彻底	8	12	-4	0.8466
存档	64	96	-32	0.8466
涵蓋	8	12	-4	0.8466
压抑	8	12	-4	0.8466
識形態	8	12	-4	0.8466
随心所欲	8	12	-4	0.8466
因為	8	12	-4	0.8466
對抗	16	24	-8	0.8466
現時	8	12	-4	0.8466
對國	8	12	-4	0.8466
麼將	8	12	-4	0.8466
最大化	8	12	-4	0.8466
唯独	8	12	-4	0.8466
比伯林	8	12	-4	0.8466
界	8	12	-4	0.8466
对待	8	12	-4	0.8466
限度	32	48	-16	0.8466
时期	8	12	-4	0.8466
視為	32	48	-16	0.8466
胡亚雷斯	8	12	-4	0.8466
呼吁	8	12	-4	0.8466
保衛	8	12	-4	0.8466
給予	8	12	-4	0.8466
生根	8	12	-4	0.8466
应用	8	12	-4	0.8466
链条	16	24	-8	0.8466
傑弗遜	8	12	-4	0.8466
各	32	48	-16	0.8466
高呼	8	12	-4	0.8466
安排	8	12	-4	0.8466
=	32	48	-16	0.8466
佛教徒	8	12	-4	0.8466
行事	16	24	-8	0.8466
密爾對	8	12	-4	0.8466
羁绊	8	12	-4	0.8466
政府论	8	12	-4	0.8466
表現	8	12	-4	0.8466
當代	8	12	-4	0.8466
看法	16	24	-8	0.8466
長期	8	12	-4	0.8466
渴望	16	24	-8	0.8466
?	16	24	-8	0.8466
大多數	32	48	-16	0.8466
全世界	16	24	-8	0.8466
抬头	8	12	-4	0.8466
於擁	8	12	-4	0.8466
贊同	8	12	-4	0.8466
」標題	8	12	-4	0.8466
迷信	8	12	-4	0.8466
修辞	8	12	-4	0.8466
人身	8	12	-4	0.8466
美国	16	24	-8	0.8466
猛烈	8	12	-4	0.8466
凭	16	24	-8	0.8466
弃绝	8	12	-4	0.8466
试图	32	48	-16	0.8466
左翼	16	24	-8	0.8466
肯定	16	24	-8	0.8466
久懷忿	8	12	-4	0.8466
堅持	8	12	-4	0.8466
停留	8	12	-4	0.8466
减少	8	12	-4	0.8466
必	16	24	-8	0.8466
什麼	8	12	-4	0.8466
新民	8	12	-4	0.8466
表达权	8	12	-4	0.8466
美术	8	12	-4	0.8466
条目	32	48	-16	0.8466
講	8	12	-4	0.8466
绝对化	16	24	-8	0.8466
无限	8	12	-4	0.8466
阶段	8	12	-4	0.8466
文藝	8	12	-4	0.8466
玷污	8	12	-4	0.8466
獨特	8	12	-4	0.8466
认	8	12	-4	0.8466
鞏固	8	12	-4	0.8466
意義	16	24	-8	0.8466
打开	8	12	-4	0.8466
稱呼現代	16	24	-8	0.8466
世界大戰	8	12	-4	0.8466
法規	8	12	-4	0.8466
必定	16	24	-8	0.8466
意志派	8	12	-4	0.8466
条	16	24	-8	0.8466
清醒	8	12	-4	0.8466
总合	8	12	-4	0.8466
則開	8	12	-4	0.8466
辩	8	12	-4	0.8466
调	16	24	-8	0.8466
名稱	8	12	-4	0.8466
归	16	24	-8	0.8466
仔细	8	12	-4	0.8466
运转	8	12	-4	0.8466
荒謬	8	12	-4	0.8466
縮	8	12	-4	0.8466
旗	16	24	-8	0.8466
分限	8	12	-4	0.8466
整体性	8	12	-4	0.8466
革命時	8	12	-4	0.8466
反駁	8	12	-4	0.8466
履行	8	12	-4	0.8466
专制	16	24	-8	0.8466
創立	16	24	-8	0.8466
归纳	8	12	-4	0.8466
必将	8	12	-4	0.8466
對「	8	12	-4	0.8466
奠基	8	12	-4	0.8466
清楚	8	12	-4	0.8466
玄妙	8	12	-4	0.8466
希腊	8	12	-4	0.8466
呼声	8	12	-4	0.8466
死亡	8	12	-4	0.8466
財產權	8	12	-4	0.8466
為目標	8	12	-4	0.8466
賦	8	12	-4	0.8466
數	8	12	-4	0.8466
管	32	48	-16	0.8466
夠組	8	12	-4	0.8466
程度	32	48	-16	0.8466
空洞	8	12	-4	0.8466
捍衛	16	24	-8	0.8466
满意	8	12	-4	0.8466
谱系	8	12	-4	0.8466
识	8	12	-4	0.8466
别人	32	48	-16	0.8466
丹尼特论	8	12	-4	0.8466
築索	16	24	-8	0.8466
六	8	12	-4	0.8466
評論	8	12	-4	0.8466
抹滅	32	48	-16	0.8466
追	8	12	-4	0.8466
著積	16	24	-8	0.8466
極右翼	16	24	-8	0.8466
社会学	16	24	-8	0.8466
義認	8	12	-4	0.8466
表面	8	12	-4	0.8466
可取	8	12	-4	0.8466
还有	8	12	-4	0.8466
丘為君	8	12	-4	0.8466
太	16	24	-8	0.8466
正义	8	12	-4	0.8466
間產生	8	12	-4	0.8466
属于	32	48	-16	0.8466
Limits	8	12	-4	0.8466
爭理論	8	12	-4	0.8466
論文	8	12	-4	0.8466
對社	8	12	-4	0.8466
断	8	12	-4	0.8466
重要性	16	24	-8	0.8466
场	8	12	-4	0.8466
挥	8	12	-4	0.8466
表述	32	48	-16	0.8466
抹煞性	8	12	-4	0.8466
筹划	8	12	-4	0.8466
對現代	8	12	-4	0.8466
為真	8	12	-4	0.8466
无论	16	24	-8	0.8466
們觀點	8	12	-4	0.8466
接近	8	12	-4	0.8466
濫用	8	12	-4	0.8466
确	8	12	-4	0.8466
帶	8	12	-4	0.8466
論認為	16	24	-8	0.8466
體間	8	12	-4	0.8466
徜徉	8	12	-4	0.8466
間沒	8	12	-4	0.8466
并且	16	24	-8	0.8466
劳动	8	12	-4	0.8466
终极	16	24	-8	0.8466
Archive	8	12	-4	0.8466
意志對	8	12	-4	0.8466
超过	8	12	-4	0.8466
上面	8	12	-4	0.8466
唯一	8	12	-4	0.8466
知道	8	12	-4	0.8466
部份	8	12	-4	0.8466
承擔	8	12	-4	0.8466
重视	8	12	-4	0.8466
抗	8	12	-4	0.8466
全能	8	12	-4	0.8466
考人	8	12	-4	0.8466
往往	8	12	-4	0.8466
合理性	8	12	-4	0.8466
概括	8	12	-4	0.8466
信条	8	12	-4	0.8466
to	8	12	-4	0.8466
当然	8	12	-4	0.8466
愿景	8	12	-4	0.8466
他国	8	12	-4	0.8466
社會平	8	12	-4	0.8466
外	16	24	-8	0.8466
应该	16	24	-8	0.8466
典型	8	12	-4	0.8466
相当	8	12	-4	0.8466
建立	88	132	-44	0.8466
领	8	12	-4	0.8466
「個性	8	12	-4	0.8466
侵	8	12	-4	0.8466
論證	8	12	-4	0.8466
基礎	16	24	-8	0.8466
矣	8	12	-4	0.8466
组成	8	12	-4	0.8466
触及	8	12	-4	0.8466
芬蘭	8	12	-4	0.8466
感觉	8	12	-4	0.8466
危机	8	12	-4	0.8466
注意	8	12	-4	0.8466
特別	8	12	-4	0.8466
主義對	8	12	-4	0.8466
普遍	64	96	-32	0.8466
使用者	16	24	-8	0.8466
哈耶克論	8	12	-4	0.8466
并非	16	24	-8	0.8466
从心所欲	8	12	-4	0.8466
極	16	24	-8	0.8466
展	8	12	-4	0.8466
再	16	24	-8	0.8466
形成	32	48	-16	0.8466
這種	64	96	-32	0.8466
古拉丁语	8	12	-4	0.8466
圣经	8	12	-4	0.8466
喀爾文	8	12	-4	0.8466
予	8	12	-4	0.8466
尊严	8	12	-4	0.8466
达成	16	24	-8	0.8466
呈现	8	12	-4	0.8466
消失	8	12	-4	0.8466
中旬	16	24	-8	0.8466
意圖	8	12	-4	0.8466
恋爱	8	12	-4	0.8466
看成	16	24	-8	0.8466
天人	8	12	-4	0.8466
靠	8	12	-4	0.8466
奥巴马	8	12	-4	0.8466
马克思主义者	8	12	-4	0.8466
论点	8	12	-4	0.8466
涵盖	16	24	-8	0.8466
阿尔法罗	8	12	-4	0.8466
⑥	8	12	-4	0.8466
社会民主主义者	8	12	-4	0.8466
古	8	12	-4	0.8466
由此	8	12	-4	0.8466
碎片化	8	12	-4	0.8466
就算	8	12	-4	0.8466
語言」	8	12	-4	0.8466
機會	32	48	-16	0.8466
為极权主义	8	12	-4	0.8466
t	8	12	-4	0.8466
任性	8	12	-4	0.8466
依靠	8	12	-4	0.8466
凯恩斯	8	12	-4	0.8466
侵害	32	48	-16	0.8466
何	16	24	-8	0.8466
零碎	8	12	-4	0.8466
LYMEC	8	12	-4	0.8466
波	8	12	-4	0.8466
同生	8	12	-4	0.8466
作出	8	12	-4	0.8466
引申	8	12	-4	0.8466
國與英	8	12	-4	0.8466
决定	16	24	-8	0.8466
清末	8	12	-4	0.8466
普及度	8	12	-4	0.8466
論與	32	48	-16	0.8466
非情愿	8	12	-4	0.8466
主義哲	8	12	-4	0.8466
善人	8	12	-4	0.8466
阵营	8	12	-4	0.8466
成為	16	24	-8	0.8466
自以为是	8	12	-4	0.8466
Free	16	24	-8	0.8466
林毓生	16	24	-8	0.8466
贯通	8	12	-4	0.8466
為預	8	12	-4	0.8466
意志兩者	8	12	-4	0.8466
統治者	8	12	-4	0.8466
時代	16	24	-8	0.8466
「市	8	12	-4	0.8466
恶有恶报	8	12	-4	0.8466
根植	8	12	-4	0.8466
促長	8	12	-4	0.8466
舆论	8	12	-4	0.8466
為與社	8	12	-4	0.8466
舉權	8	12	-4	0.8466
没	8	12	-4	0.8466
評則	8	12	-4	0.8466
身体	16	24	-8	0.8466
周保松	16	24	-8	0.8466
已婚	8	12	-4	0.8466
意志成為	8	12	-4	0.8466
抢占	16	24	-8	0.8466
应当	16	24	-8	0.8466
為決	8	12	-4	0.8466
Sartori	8	12	-4	0.8466
严复	8	12	-4	0.8466
英裔	8	12	-4	0.8466
表达	88	132	-44	0.8466
Peter	16	24	-8	0.8466
近代史	8	12	-4	0.8466
H2	8	12	-4	0.8466
已经	8	12	-4	0.8466
來取	8	12	-4	0.8466
小	8	12	-4	0.8466
政治理	8	12	-4	0.8466
本質	8	12	-4	0.8466
`個人	8	12	-4	0.8466
足以	8	12	-4	0.8466
素所	8	12	-4	0.8466
教条	8	12	-4	0.8466
義為	8	12	-4	0.8466
形式性	16	24	-8	0.8466
歐盟	16	24	-8	0.8466
有助于	8	12	-4	0.8466
主義裡	8	12	-4	0.8466
對成為	8	12	-4	0.8466
身上	8	12	-4	0.8466
芬兰	8	12	-4	0.8466
涉	8	12	-4	0.8466
纯粹	16	24	-8	0.8466
下跌	8	12	-4	0.8466
阿德勒對	8	12	-4	0.8466
深感	8	12	-4	0.8466
感性	8	12	-4	0.8466
須用	8	12	-4	0.8466
架構	8	12	-4	0.8466
误解	16	24	-8	0.8466
壓抑	8	12	-4	0.8466
性	16	24	-8	0.8466
良好	8	12	-4	0.8466
建树	8	12	-4	0.8466
雅	8	12	-4	0.8466
公行	8	12	-4	0.8466
友爱	8	12	-4	0.8466
空中	8	12	-4	0.8466
則強調	16	24	-8	0.8466
特权	8	12	-4	0.8466
無論	8	12	-4	0.8466
用于	8	12	-4	0.8466
日本	16	24	-8	0.8466
反抗	16	24	-8	0.8466
發	8	12	-4	0.8466
教	16	24	-8	0.8466
瑶族	8	12	-4	0.8466
样人	8	12	-4	0.8466
著許	8	12	-4	0.8466
靈魂	8	12	-4	0.8466
力图	16	24	-8	0.8466
扛	8	12	-4	0.8466
17％	8	12	-4	0.8466
運動	32	48	-16	0.8466
均	8	12	-4	0.8466
量子	8	12	-4	0.8466
张君劢	16	24	-8	0.8466
当中	8	12	-4	0.8466
識形	8	12	-4	0.8466
义务性	8	12	-4	0.8466
措施	8	12	-4	0.8466
向	64	96	-32	0.8466
兩名對	8	12	-4	0.8466
断言	8	12	-4	0.8466
自由與	8	12	-4	0.8466
排除	16	24	-8	0.8466
种类	8	12	-4	0.8466
事情	16	24	-8	0.8466
Liberta	8	12	-4	0.8466
进化	8	12	-4	0.8466
Autonomy	8	12	-4	0.8466
变化	8	12	-4	0.8466
增長	8	12	-4	0.8466
宣布	8	12	-4	0.8466
便流	8	12	-4	0.8466
抹杀	16	24	-8	0.8466
即除	8	12	-4	0.8466
依然	8	12	-4	0.8466
工作者	8	12	-4	0.8466
抵制	16	24	-8	0.8466
教義派	8	12	-4	0.8466
既然	8	12	-4	0.8466
项	16	24	-8	0.8466
高速	8	12	-4	0.8466
並且	8	12	-4	0.8466
消极观	8	12	-4	0.8466
婚俗	8	12	-4	0.8466
藉由自由	8	12	-4	0.8466
組	8	12	-4	0.8466
麽還	8	12	-4	0.8466
斷	8	12	-4	0.8466
人际	8	12	-4	0.8466
汝	8	12	-4	0.8466
等于	8	12	-4	0.8466
譯名	16	24	-8	0.8466
組成	16	24	-8	0.8466
原意	8	12	-4	0.8466
要素	8	12	-4	0.8466
尚	8	12	-4	0.8466
來正	8	12	-4	0.8466
同於	8	12	-4	0.8466
稳定	8	12	-4	0.8466
對手	8	12	-4	0.8466
公營	8	12	-4	0.8466
則對於	8	12	-4	0.8466
西班牙语	8	12	-4	0.8466
行動者	8	12	-4	0.8466
父权	8	12	-4	0.8466
洞見	8	12	-4	0.8466
偷生	8	12	-4	0.8466
前	16	24	-8	0.8466
汤玛斯	8	12	-4	0.8466
幻想	8	12	-4	0.8466
毁灭	8	12	-4	0.8466
Gun	16	24	-8	0.8466
诺莎	8	12	-4	0.8466
对恶	8	12	-4	0.8466
政權	8	12	-4	0.8466
方案	16	24	-8	0.8466
类比	8	12	-4	0.8466
误认	8	12	-4	0.8466
区别	32	48	-16	0.8466
人性	16	24	-8	0.8466
然而	16	24	-8	0.8466
大革命史	8	12	-4	0.8466
淫泆	8	12	-4	0.8466
愛	8	12	-4	0.8466
張	8	12	-4	0.8466
赐	8	12	-4	0.8466
妇女	8	12	-4	0.8466
劉擎	8	12	-4	0.8466
則擁	8	12	-4	0.8466
意誌	16	24	-8	0.8466
有悖于	16	24	-8	0.8466
封建主义	16	24	-8	0.8466
同学	8	12	-4	0.8466
乞死	8	12	-4	0.8466
當時	8	12	-4	0.8466
朝政	8	12	-4	0.8466
國大革命	8	12	-4	0.8466
Randolph	8	12	-4	0.8466
压迫	8	12	-4	0.8466
容	8	12	-4	0.8466
客观	16	24	-8	0.8466
深入	32	48	-16	0.8466
緊密	8	12	-4	0.8466
妨碍	8	12	-4	0.8466
强	8	12	-4	0.8466
試著	8	12	-4	0.8466
弥	8	12	-4	0.8466
並獲	8	12	-4	0.8466
掩盖	8	12	-4	0.8466
贵族	8	12	-4	0.8466
明明德	8	12	-4	0.8466
君主	8	12	-4	0.8466
oldid	16	24	-8	0.8466
⑤	8	12	-4	0.8466
法西	8	12	-4	0.8466
合乎	8	12	-4	0.8466
必勝	8	12	-4	0.8466
野狐禅	8	12	-4	0.8466
堅定	8	12	-4	0.8466
協商	8	12	-4	0.8466
知識	8	12	-4	0.8466
未必	8	12	-4	0.8466
教權	8	12	-4	0.8466
②	8	12	-4	0.8466
复杂	16	24	-8	0.8466
解放」	8	12	-4	0.8466
展现	8	12	-4	0.8466
」這	8	12	-4	0.8466
評會	8	12	-4	0.8466
以外	8	12	-4	0.8466
再度	32	48	-16	0.8466
維持市	8	12	-4	0.8466
念念在兹	8	12	-4	0.8466
並達	8	12	-4	0.8466
照面	16	24	-8	0.8466
ownership	16	24	-8	0.8466
權威與	16	24	-8	0.8466
跟	16	24	-8	0.8466
奪取	8	12	-4	0.8466
意志明顯	8	12	-4	0.8466
物化	8	12	-4	0.8466
在世	8	12	-4	0.8466
會與	8	12	-4	0.8466
消歧義	8	12	-4	0.8466
18世紀	8	12	-4	0.8466
扎根	8	12	-4	0.8466
对比	16	24	-8	0.8466
实际上	8	12	-4	0.8466
化	8	12	-4	0.8466
推动	8	12	-4	0.8466
裡	16	24	-8	0.8466
擁	16	24	-8	0.8466
談論	8	12	-4	0.8466
涉及	16	24	-8	0.8466
群整	8	12	-4	0.8466
分支	8	12	-4	0.8466
便	32	48	-16	0.8466
情绪	16	24	-8	0.8466
著擁	8	12	-4	0.8466
贊成	8	12	-4	0.8466
政	16	24	-8	0.8466
！	16	24	-8	0.8466
們會	8	12	-4	0.8466
离	8	12	-4	0.8466
接下來	8	12	-4	0.8466
逻辑	16	24	-8	0.8466
過程	8	12	-4	0.8466
中國	32	48	-16	0.8466
轻松	8	12	-4	0.8466
做出	8	12	-4	0.8466
〉	32	48	-16	0.8466
傳統	16	24	-8	0.8466
范畴	16	24	-8	0.8466
感官	8	12	-4	0.8466
欲	8	12	-4	0.8466
精辟	8	12	-4	0.8466
啟蒙	8	12	-4	0.8466
知名	8	12	-4	0.8466
特征	32	48	-16	0.8466
境地	8	12	-4	0.8466
动	8	12	-4	0.8466
得以	8	12	-4	0.8466
关于	88	132	-44	0.8466
公众	8	12	-4	0.8466
待來	8	12	-4	0.8466
探索	16	24	-8	0.8466
社會裡	8	12	-4	0.8466
paidia	8	12	-4	0.8466
准确	8	12	-4	0.8466
期	8	12	-4	0.8466
延伸	32	48	-16	0.8466
深度	8	12	-4	0.8466
並免	8	12	-4	0.8466
憲法	16	24	-8	0.8466
版本	8	12	-4	0.8466
滋生	8	12	-4	0.8466
中间派	16	24	-8	0.8466
憂慮	8	12	-4	0.8466
慷慨	16	24	-8	0.8466
针对	8	12	-4	0.8466
主要	64	96	-32	0.8466
采取	8	12	-4	0.8466
反之亦然	8	12	-4	0.8466
因而	16	24	-8	0.8466
看出	8	12	-4	0.8466
日益	8	12	-4	0.8466
还是	72	108	-36	0.8466
蔑视	8	12	-4	0.8466
溫和	8	12	-4	0.8466
確有	8	12	-4	0.8466
厭惡	8	12	-4	0.8466
1942年	8	12	-4	0.8466
有限	8	12	-4	0.8466
法治	32	48	-16	0.8466
致動	8	12	-4	0.8466
廣泛	16	24	-8	0.8466
兩種	8	12	-4	0.8466
O	8	12	-4	0.8466
於何	8	12	-4	0.8466
適用	8	12	-4	0.8466
民阶级	8	12	-4	0.8466
天子	8	12	-4	0.8466
清除	8	12	-4	0.8466
柏林	8	12	-4	0.8466
意见	8	12	-4	0.8466
善行	8	12	-4	0.8466
志」	8	12	-4	0.8466
城乡	32	48	-16	0.8466
謂	8	12	-4	0.8466
尼采	8	12	-4	0.8466
内在	16	24	-8	0.8466
集体	16	24	-8	0.8466
文主	8	12	-4	0.8466
自由区	8	12	-4	0.8466
闲暇	8	12	-4	0.8466
neoliberalism	16	24	-8	0.8466
推向	16	24	-8	0.8466
秩序	32	48	-16	0.8466
富裕	8	12	-4	0.8466
投票	8	12	-4	0.8466
認為「	8	12	-4	0.8466
叫	16	24	-8	0.8466
终于	8	12	-4	0.8466
剝削	16	24	-8	0.8466
恰當	8	12	-4	0.8466
支撐	8	12	-4	0.8466
单纯	16	24	-8	0.8466
刺激	8	12	-4	0.8466
直觉	16	24	-8	0.8466
將人類	8	12	-4	0.8466
抽象	32	48	-16	0.8466
凡是	8	12	-4	0.8466
模式	8	12	-4	0.8466
过程	8	12	-4	0.8466
教對	8	12	-4	0.8466
密尔	16	24	-8	0.8466
經濟係	8	12	-4	0.8466
Steiner	16	24	-8	0.8466
抵擋	8	12	-4	0.8466
最近	8	12	-4	0.8466
IFLRY	8	12	-4	0.8466
保卫者	8	12	-4	0.8466
不确定性	8	12	-4	0.8466
哲学界	8	12	-4	0.8466
競爭	8	12	-4	0.8466
許多	16	24	-8	0.8466
資產	8	12	-4	0.8466
南美洲	8	12	-4	0.8466
农民	8	12	-4	0.8466
理學界	8	12	-4	0.8466
方正	8	12	-4	0.8466
出來	8	12	-4	0.8466
那些	32	48	-16	0.8466
持枪	16	24	-8	0.8466
主義黨人	8	12	-4	0.8466
們俱備	16	24	-8	0.8466
风范	8	12	-4	0.8466
学生	16	24	-8	0.8466
流派	16	24	-8	0.8466
拒绝	8	12	-4	0.8466
弊端	8	12	-4	0.8466
来不	8	12	-4	0.8466
强烈	8	12	-4	0.8466
免于	8	12	-4	0.8466
場經濟	8	12	-4	0.8466
什麽	8	12	-4	0.8466
关心	16	24	-8	0.8466
证明	8	12	-4	0.8466
相比	16	24	-8	0.8466
計畫	8	12	-4	0.8466
情緒	8	12	-4	0.8466
工具	16	24	-8	0.8466
藝術	16	24	-8	0.8466
Relial	8	12	-4	0.8466
之上	8	12	-4	0.8466
显然	8	12	-4	0.8466
擴大	8	12	-4	0.8466
审视	16	24	-8	0.8466
免于什	8	12	-4	0.8466
人为	8	12	-4	0.8466
贸易圈	16	24	-8	0.8466
遭受	8	12	-4	0.8466
與法	8	12	-4	0.8466
动机	8	12	-4	0.8466
知识	8	12	-4	0.8466
推翻	8	12	-4	0.8466
php	16	24	-8	0.8466
学界	8	12	-4	0.8466
主張則	8	12	-4	0.8466
行為	8	12	-4	0.8466
主義有	8	12	-4	0.8466
专制主义	8	12	-4	0.8466
瓦解	8	12	-4	0.8466
划分	64	96	-32	0.8466
探討	8	12	-4	0.8466
物质	16	24	-8	0.8466
各自	8	12	-4	0.8466
爱	8	12	-4	0.8466
里德	8	12	-4	0.8466
近年	8	12	-4	0.8466
們認為	8	12	-4	0.8466
定论	8	12	-4	0.8466
尝试	8	12	-4	0.8466
夠達	8	12	-4	0.8466
總結	8	12	-4	0.8466
弗里德里克	8	12	-4	0.8466
Dewey	8	12	-4	0.8466
叔	8	12	-4	0.8466
格林	8	12	-4	0.8466
无往	8	12	-4	0.8466
保證	8	12	-4	0.8466
認為仇	8	12	-4	0.8466
纪律	8	12	-4	0.8466
背景	8	12	-4	0.8466
適	8	12	-4	0.8466
果律	8	12	-4	0.8466
兩方面	8	12	-4	0.8466
格	8	12	-4	0.8466
纯正	8	12	-4	0.8466
私	8	12	-4	0.8466
毁	8	12	-4	0.8466
東西	8	12	-4	0.8466
緩衝	16	24	-8	0.8466
來說	8	12	-4	0.8466
论题	8	12	-4	0.8466
川普	8	12	-4	0.8466
资源	8	12	-4	0.8466
七	8	12	-4	0.8466
擁護	8	12	-4	0.8466
辯護	8	12	-4	0.8466
動理論	8	12	-4	0.8466
称之为	8	12	-4	0.8466
視這	16	24	-8	0.8466
难题	16	24	-8	0.8466
'	8	12	-4	0.8466
人權	16	24	-8	0.8466
促	8	12	-4	0.8466
稱	8	12	-4	0.8466
层面	16	24	-8	0.8466
世亲	8	12	-4	0.8466
大意	8	12	-4	0.8466
很	16	24	-8	0.8466
心理学	8	12	-4	0.8466
陷入	8	12	-4	0.8466
註重個人	8	12	-4	0.8466
贡斯	8	12	-4	0.8466
猶太	8	12	-4	0.8466
捍卫	16	24	-8	0.8466
名為	8	12	-4	0.8466
&	16	24	-8	0.8466
时代	16	24	-8	0.8466
话题	8	12	-4	0.8466
损失	8	12	-4	0.8466
没有	190	286	-96	0.8437
存在	183	276	-93	0.8420
冲突	92	139	-47	0.8406
們	86	130	-44	0.8401
教育	70	106	-36	0.8387
理想	70	106	-36	0.8387
制度	64	97	-33	0.8379
需要	60	91	-31	0.8373
下	112	170	-58	0.8367
信仰	108	164	-56	0.8363
契約	46	70	-24	0.8346
決定論	46	70	-24	0.8346
围绕	46	70	-24	0.8346
关系	88	134	-46	0.8340
个人	212	323	-111	0.8335
理论	80	122	-42	0.8328
只有	40	61	-21	0.8328
